BarcodeID,Date,YearMonth,Jul,LunarPhase,MinStartPostSunset,DailyTemp,MonthlyTemp,Latitude,Longitude,Site,Bank,GeoReach,TribDist,RivWidth,RivWidthGeoreach,ClosestRapid,RapidDist,TallVegByMSU,BatCollector,BatDuration,BugCollector,BugDuration,ANPA,COTO,EPFU,EUMA,EUPE,LABL,LABO,LACI,LAIN,LANO,LAXA,MYCA,MYCI,MYEV,MYGR,MYLU,MYTH,MYVO,MYSP,MYYU,NOID,NYFE,NYMA,PAHE,PESU,TABR,TotalCalls,AquaDipCR,AquaTriCR,AquaOtherCR,AquaticPreyRate,TerrMothCR,TerrOtherCR,TerrestrialPreyRate,TotalPreyRate
L12179,9/19/2019,2019-9,262,Waning,-2,26.66666667,27.97685185,36.3772,-112.4815,135,LB,Middle Granite Gorge,0.88,55,67.1037037,135-Mile Rapid,0.18,0.28,OR,0.6,RoussisO,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,0,0,12,0,0,80,131,190,1,322,32,21,53,375
L12246,9/19/2019,2019-9,262,Waning,8,26.66666667,27.97685185,36.3373,-111.8604,50,RB,Lower Marble,2.3,83,92.56410256,Nankoweap Rapid,2.31,2.09,JT,1,TarlowJ,1,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,21,61,0,0,13,0,0,113,950,2209,0,3159,16,12,28,3187
L12333,9/20/2019,2019-9,263,Waning,-1,25.27777778,27.97685185,36.6301,-111.7634,21,RB,Supai,19.82,45,66.50574713,North Canyon Rapid,0,0.18,KW,0.97,WilliamsK,1.03,0,0,0,0,0,27,0,0,0,0,0,2,1,0,0,0,0,0,0,4,42,0,0,30,0,0,106,6.8,27.18,0,33.98,8.74,2.91,11.65,45.63
L12338,9/20/2019,2019-9,263,Waning,23,25.27777778,27.97685185,36.743,-111.6897,11,RB,Permian,10.1,66,109.1777778,Soap Creek Rapid,0.37,0.31,SEW,1.22,SewerynJ,1.23,0,0,0,0,2,1,0,0,0,0,0,38,0,0,0,0,0,0,0,32,132,0,0,5,0,0,210,43.9,10.57,0,54.47,53.66,21.14,74.8,129.27
L12334,9/21/2019,2019-9,264,Waning,1,23.05555556,27.97685185,36.4032,-111.8792,41,RB,Lower Marble,11.27,68,92.56410256,President Harding,2.75,0.85,KW,1.2,WilliamsK,1.5,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,1,0,0,0,39,50,0,0,15,0,0,120,42,33.33,0,75.33,1.33,2.67,4,79.33
L12339,9/21/2019,2019-9,264,Waning,46,23.05555556,27.97685185,36.5303,-111.8353,30,LB,Redwall,23,50,74.31730769,29-Mile Rapid,0.12,0.1,SEW,1.27,SewerynJ,1.17,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,66,59,0,0,13,0,0,148,185.47,68.38,0,253.85,41.88,19.66,61.54,315.38
L12335,9/22/2019,2019-9,265,Waning,2,23.88888889,27.97685185,36.3654,-111.8869,48,RB,Lower Marble,4.82,105,92.56410256,President Harding,3.7,2.52,KW,1.3,WilliamsK,1.13,0,0,0,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,50,77,0,0,13,0,0,167,93.81,20.35,0,114.16,1.77,0,1.77,115.93
L12340,9/22/2019,2019-9,265,Waning,17,23.88888889,27.97685185,36.3869,-111.8501,44,LB,Lower Marble,8,129,92.56410256,President Harding,0.52,0.84,SEW,1.43,SewerynJ,1.17,0,0,1,0,0,2,0,0,0,1,0,20,1,0,0,0,0,0,0,81,122,0,0,28,0,0,256,75.21,960.68,0,1035.9,28.21,7.69,35.9,1071.79
L12236,9/23/2019,2019-9,266,Waning,41,25,27.97685185,36.3638,-112.4612,134,LB,Middle Granite Gorge,0.6,100,67.1037037,Tapeats Rapid,0.63,0.68,JT,1.02,TarlowJ,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,50,0,0,4,0,0,58,32,99,0,131,40,3,43,174
L12312,9/23/2019,2019-9,266,Waning,25,25,27.97685185,36.4833,-111.8463,34,LB,Redwall,18.5,77,74.31730769,36-Mile Rapid,2.31,0.28,AS,0.53,StalveyA,1.05,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,12,44,0,0,5,0,0,73,26.67,68.57,0,95.24,4.76,0,4.76,100
L12336,9/23/2019,2019-9,266,Waning,14,25,27.97685185,36.1804,-111.8138,63,RB,Furnace Flats,1.16,69,87.03937008,60-Mile Rapid,2.86,0.48,KW,1,WilliamsK,0.83,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,0,6,0,0,48,18.07,6.02,0,24.1,1.2,0,1.2,25.3
L12341,9/23/2019,2019-9,266,Waning,45,25,27.97685185,36.3869,-111.8501,44,LB,Lower Marble,8,129,92.56410256,President Harding,0.52,0.84,SEW,1.17,SewerynJ,1.2,0,0,21,0,0,1,0,5,0,0,0,15,0,0,0,0,0,0,0,21,50,0,0,0,0,0,113,303.33,437.5,0,740.83,87.5,19.17,106.67,847.5
L12237,9/24/2019,2019-9,267,Waning,14,24.44444444,27.97685185,36.3638,-112.4612,134,LB,Middle Granite Gorge,0.6,100,67.1037037,Tapeats Rapid,0.63,0.68,JT,1.03,TarlowJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,79,0,0,159,454,266,0,720,46,1638,1684,2404
L12337,9/24/2019,2019-9,267,Waning,21,24.44444444,27.97685185,36.0839,-112.0415,85,LB,Upper Granite Gorge,0.33,75,58.93838863,Zoroaster Rapid,0.22,0.41,KW,1.03,WilliamsK,1.03,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,35,0,0,48,0,0,93,57.28,14.56,0,71.84,7.77,106.8,114.56,186.41
L12342,9/24/2019,2019-9,267,Waning,28,24.44444444,27.97685185,36.2615,-111.8256,57,RB,Lower Marble,4.1,73,92.56410256,Kwagunt Rapid,0.27,1.68,SEW,1.07,SewerynJ,1.12,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,45,92,0,0,73,0,0,225,231.25,359.82,0,591.07,24.11,8.93,33.04,624.11
L12238,9/25/2019,2019-9,268,Waning,7,25,27.97685185,36.2884,-112.8155,161,RB,Lower Canyon,4,35,72.3196347,164-Mile Rapid,3.65,0.42,JT,1,TarlowJ,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,77,0,1,136,90,125,3,218,37,542,579,797
L12311,9/25/2019,2019-9,268,Waning,47,25,27.97685185,36.1409,-111.8162,66,RB,Furnace Flats,4,121,87.03937008,Lava Canyon Rapid,0.15,1.26,AS,1.17,StalveyA,1.03,0,0,0,0,0,5,0,0,0,0,0,64,10,0,0,0,0,0,0,29,123,0,0,12,0,1,244,182.52,91.26,0,273.79,13.59,9.71,23.3,297.09
L12239,9/26/2019,2019-9,269,New,9,26.66666667,27.97685185,36.1716,-113.1238,183,RB,Lower Canyon,21.9,134,72.3196347,Lower Lava Rapid,2.76,1.32,JT,1.07,TarlowJ,1,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,2,69,0,0,46,0,4,128,50,368,0,418,3,32,35,453
L12329,9/27/2019,2019-9,270,New,12,24.44444444,27.97685185,36.283,-112.5039,127,RB,Middle Granite Gorge,5.4,57,67.1037037,Randys Rock Rapid,0.07,0.25,KW,1.25,WilliamsK,1.15,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,32,62,0,0,62,0,0,184,69.57,47.83,0.87,118.26,22.61,13.04,35.65,153.91
L12440,9/27/2019,2019-9,270,New,34,24.44444444,27.97685185,36.0882,-113.3238,199,RB,Lower Canyon,5.4,78,72.3196347,205-Mile Rapid,6.33,0.98,JT,1,TarlowJ,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,128,0,0,9,0,0,147,24,133,0,157,0,8,8,165
L12314,9/28/2019,2019-9,271,New,51,27.22222222,27.97685185,36.2277,-112.457,119,RB,Aisles,2.2,94,82.5,119-Mile Rapid,0.15,0.43,AS,0.98,StalveyA,1.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,44,0.97,5.83,0,6.8,0,0,0,6.8
L12328,9/28/2019,2019-9,271,New,13,27.22222222,27.97685185,36.3982,-112.5351,139,LB,Middle Granite Gorge,1.67,83,67.1037037,137.5-Mile Rapid,0.23,0.66,KW,1.3,WilliamsK,1.27,0,0,1,0,0,18,0,1,0,0,0,2,0,0,0,0,0,0,0,50,61,0,0,15,0,0,148,19.69,252.76,0,272.44,12.6,8.66,21.26,293.7
L12441,9/28/2019,2019-9,271,New,9,27.22222222,27.97685185,35.8329,-113.3268,220,RB,Lower Granite Gorge,4,91,78.12676056,Trail Canyon Rapid,0.45,0.44,JT,0.98,TarlowJ,1,0,0,0,0,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,88,0,0,23,0,1,121,20,63,0,83,3,11,14,97
L12327,9/29/2019,2019-9,272,New,18,26.11111111,27.97685185,36.3014,-112.7868,159,RB,Muav Gorge,1.42,55,51.76041667,Havasu Rapid,1.46,0.25,KW,0.73,WilliamsK,0.83,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,12,0,0,36,4.82,33.73,0,38.55,3.61,1.2,4.82,43.37
L12290,9/30/2019,2019-9,273,New,37,22.77777778,27.97685185,36.3751,-112.65,146,LB,Muav Gorge,1.7,37,51.76041667,144.5-Mile Rapid,0.37,0.26,AS,1.5,StalveyA,1.13,0,0,1,0,7,36,0,3,0,3,0,3,0,0,0,0,0,0,0,22,181,0,0,93,0,3,352,26.55,69.03,0,95.58,9.73,29.2,38.94,134.51
L12291,9/30/2019,2019-9,273,New,14,22.77777778,27.97685185,35.7565,-113.4463,231,LB,Grand Canyon West,4.7,82,82.24489796,231-Mile Rapid,0.33,0.1,MO,0.5,OliverM,1.08,0,0,1,0,0,9,0,4,0,2,0,1,0,0,0,0,0,0,0,17,35,0,0,10,0,4,83,139.81,117.59,0.93,258.33,13.89,17.59,31.48,289.81
L12292,10/1/2019,2019-10,274,New,33,30.55555556,20.90930674,35.8076,-113.5656,239,LB,Grand Canyon West,7.6,82,82.24489796,Gneiss Canyon Rapid,2.74,0.1,MO,1.15,OliverM,1.25,0,0,0,0,10,1,0,1,0,3,0,0,2,0,0,0,1,1,0,4,32,0,0,6,0,3,64,3.2,8,0,11.2,0,0.8,0.8,12
L12293,10/2/2019,2019-10,275,New,6,20.55555556,20.90930674,35.8076,-113.5656,239,LB,Grand Canyon West,7.6,82,82.24489796,Gneiss Canyon Rapid,2.74,0.1,MO,0.97,OliverM,1.05,0,0,4,0,0,6,0,0,0,6,0,1,0,0,0,0,1,0,0,5,85,0,0,47,0,4,159,81.9,16.19,0,98.1,3.81,3.81,7.62,105.71
L12325,10/2/2019,2019-10,275,New,33,20.55555556,20.90930674,35.8334,-113.3271,220,RB,Lower Granite Gorge,3.96,91,78.12676056,Trail Canyon Rapid,0.41,0.44,KW,0.85,WilliamsK,0.95,0,0,4,0,0,6,0,1,0,1,0,11,0,0,0,0,0,0,0,26,74,0,0,13,0,0,136,10.53,6.32,0,16.84,6.32,4.21,10.53,27.37
L12294,10/4/2019,2019-10,277,Waxing,10,22.77777778,20.90930674,35.868,-113.6739,250,LB,Grand Canyon West,3.6,82,82.24489796,Gneiss Canyon Rapid,13.94,0.08,MO,1.05,OliverM,1.2,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,20,82,0,0,19,0,1,129,112.5,20.83,0,133.33,10.83,9.17,20,153.33
L12278,10/5/2019,2019-10,278,Waxing,3,22.22222222,20.90930674,36.7637,-111.6633,9,LB,Permian,7.9,92,109.1777778,Badger Creek Rapid,0.83,0.31,KC,1.02,ChapmanK,1.03,0,0,0,0,0,10,0,2,0,0,0,18,0,0,0,0,0,0,0,58,82,0,0,29,0,0,199,222.33,7.77,0,230.1,28.16,22.33,50.49,280.58
L12295,10/5/2019,2019-10,278,Waxing,11,22.22222222,20.90930674,35.868,-113.6739,250,LB,Grand Canyon West,3.6,82,82.24489796,Gneiss Canyon Rapid,13.94,0.08,MO,1.07,OliverM,1.17,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,24,44,0,0,63,0,0,141,96.58,22.22,0,118.8,5.13,7.69,12.82,131.62
L12350,10/5/2019,2019-10,278,Waxing,18,22.22222222,20.90930674,36.2123,-113.0502,178,LB,Lower Canyon,20.3,75,72.3196347,Lava Falls Rapid,2.11,0.93,SEW,1.18,SewerynJ,1.25,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,21,24,0,0,11,0,0,65,296,161.6,0,457.6,26.4,22.4,48.8,506.4
L12183,10/6/2019,2019-10,279,Waxing,17,21.94444444,20.90930674,36.7386,-111.6937,11,RB,Supai,10.5,52,66.50574713,Soap Creek Rapid,0.03,0.31,JT,1.13,TarlowJ,1,0,0,0,0,0,7,0,0,0,1,0,15,1,0,0,0,0,0,0,87,122,0,0,5,0,0,238,1038,39,0,1077,64,16,80,1157
L12279,10/6/2019,2019-10,279,Waxing,13,21.94444444,20.90930674,36.5945,-111.7719,24,LB,Redwall,22.6,40,74.31730769,23.5-Mile Rapid,0.02,0.25,MP,1.02,PerkinsM,1,0,0,0,0,0,4,0,0,0,1,0,4,1,0,0,0,0,0,0,9,45,0,0,14,0,0,78,414,53,0,467,139,15,154,621
L12351,10/6/2019,2019-10,279,Waxing,14,21.94444444,20.90930674,36.0893,-113.2543,195,RB,Lower Canyon,10.1,101,72.3196347,Whitmore Rapid,6.35,2.01,SEW,1.08,SewerynJ,1.32,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,125,53,0,0,32,0,0,217,53.79,22.73,0.76,77.27,20.45,56.06,76.52,153.79
L12113,10/7/2019,2019-10,280,Waxing,2,24.16666667,20.90930674,36.5179,-111.8462,31,RB,Redwall,21.9,79,74.31730769,29-Mile Rapid,1.22,0.31,JT,0.98,TarlowJ,1,0,0,0,0,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,53,85,0,0,28,0,0,177,134,15,0,149,66,4,70,219
L12280,10/7/2019,2019-10,280,Waxing,8,24.16666667,20.90930674,36.469,-111.8403,35,LB,Redwall,17.4,129,74.31730769,36-Mile Rapid,1.21,0.11,KC,1,ChapmanK,1.03,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,110,63,0,0,8,0,0,212,382.52,478.64,0,861.17,11.65,8.74,20.39,881.55
L12352,10/7/2019,2019-10,280,Waxing,34,24.16666667,20.90930674,35.9689,-113.3174,209,LB,Lower Canyon,4.4,93,72.3196347,209-Mile Rapid,0.05,0.82,SEW,1.23,SewerynJ,1.18,0,0,0,0,0,1,0,1,0,0,0,51,0,0,0,0,0,0,0,40,100,0,0,59,0,0,252,228.81,261.02,0.85,490.68,59.32,28.81,88.14,578.81
L12284,10/8/2019,2019-10,281,Waxing,12,23.05555556,20.90930674,36.3869,-111.8501,44,LB,Lower Marble,8,129,92.56410256,President Harding,0.52,0.84,MP,1.02,PerkinsM,1.05,0,0,0,0,0,6,0,0,0,0,0,8,34,0,0,0,0,0,0,28,76,0,0,60,0,0,212,552.38,1211.43,0,1763.81,39.05,67.62,106.67,1870.48
L12357,10/8/2019,2019-10,281,Waxing,30,23.05555556,20.90930674,35.9689,-113.3174,209,LB,Lower Canyon,4.4,93,72.3196347,209-Mile Rapid,0.05,0.82,SEW,1.5,SewerynJ,1.35,0,0,5,0,0,11,0,0,0,3,0,85,0,0,0,0,0,0,0,29,84,0,0,62,0,4,283,128.89,181.48,0,310.37,43.7,40.74,84.44,394.81
L12353,10/9/2019,2019-10,282,Waxing,50,23.61111111,20.90930674,35.8329,-113.3268,220,RB,Lower Granite Gorge,4,91,78.12676056,Trail Canyon Rapid,0.45,0.44,SEW,0.82,SewerynJ,1.02,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,86,0,0,2,0,0,100,37.25,40.2,0,77.45,27.45,31.37,58.82,136.27
L12389,10/9/2019,2019-10,282,Waxing,54,23.61111111,20.90930674,36.3384,-111.8615,50,RB,Lower Marble,2.4,67,92.56410256,Nankoweap Rapid,2.41,2.09,KC,1.05,ChapmanK,1,3,0,2,0,3,0,0,0,0,4,0,29,0,0,0,0,0,0,0,84,96,0,0,3,0,1,225,3087,1314,0,4401,157,14,171,4572
L12425,10/9/2019,2019-10,282,Waxing,7,23.61111111,20.90930674,36.2638,-111.8274,56,RB,Lower Marble,3.9,61,92.56410256,Kwagunt Rapid,0.07,3.02,JT,1,TarlowJ,1,0,0,0,0,0,23,0,0,0,2,0,2,0,0,0,0,0,0,0,39,147,0,0,6,0,0,219,252,1110,0,1362,14,25,39,1401
L12178,10/10/2019,2019-10,283,Full,10,22.22222222,20.90930674,36.2404,-111.8247,58,LB,Lower Marble,3.7,107,92.56410256,Kwagunt Rapid,1.77,1.13,MP,0.92,PerkinsM,1.03,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,62,38,0,0,22,0,0,127,38.83,19.42,0,58.25,2.91,0,2.91,61.17
L12424,10/10/2019,2019-10,283,Full,11,22.22222222,20.90930674,36.0847,-111.8773,72,RB,Furnace Flats,10.6,83,87.03937008,Unkar Rapid,0.46,2.01,JT,1,TarlowJ,1.02,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,63,0,0,92,0,15,182,5.88,9.8,0,15.69,4.9,0,4.9,20.59
L12283,10/11/2019,2019-10,284,Full,25,17.22222222,20.90930674,36.0942,-111.8419,70,RB,Furnace Flats,8.3,164,87.03937008,Tanner Rapid,1.13,1.28,KC,1.02,ChapmanK,1.05,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,49,0,0,61,12.38,2.86,0,15.24,0,0,0,15.24
L12384,10/11/2019,2019-10,284,Full,7,17.22222222,20.90930674,36.101,-112.0836,88,LB,Upper Granite Gorge,0.6,51,58.93838863,Bright Angel Rapid,0.46,1.06,JT,1,TarlowJ,1,0,0,0,0,13,1,0,33,0,0,0,8,0,0,0,0,0,0,0,28,131,0,0,1,0,9,224,93,21,0,114,19,2,21,135
L12285,10/12/2019,2019-10,285,Full,12,19.72222222,20.90930674,36.0837,-112.041,85,LB,Upper Granite Gorge,0.3,50,58.93838863,Zoroaster Rapid,0.25,0.41,KC,1.4,ChapmanK,1.2,0,0,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,0,6,49,0,0,32,0,7,107,36.67,53.33,0,90,34.17,0,34.17,124.17
L12423,10/12/2019,2019-10,285,Full,14,19.72222222,20.90930674,36.0979,-112.181,94,LB,Upper Granite Gorge,1.7,73,58.93838863,Granite Rapid,0.08,0.54,JT,0.95,TarlowJ,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,128,58,0,0,2,0,3,196,31,11,0,42,29,5,34,76
L12388,10/13/2019,2019-10,286,Full,14,18.61111111,20.90930674,36.1062,-112.1464,92,RB,Upper Granite Gorge,2.3,67,58.93838863,Horn Creek Rapid,0.87,0.57,KC,1.23,ChapmanK,1.22,0,0,2,0,0,5,0,2,0,27,0,3,0,0,0,0,0,0,0,33,111,0,0,14,0,38,235,1060.66,280.33,0,1340.98,63.93,14.75,78.69,1419.67
L12422,10/14/2019,2019-10,287,Full,-2,19.16666667,20.90930674,36.2375,-112.3448,109,RB,Upper Granite Gorge,0.2,51,58.93838863,Shinumo Rapid,0.24,0.19,MB,1.28,BestardM,1.27,0,0,1,0,0,11,0,2,0,7,0,3,0,0,0,0,0,0,0,73,128,0,0,22,0,9,256,107.09,142.52,0.79,250.39,55.12,37.01,92.13,342.52
L12426,10/14/2019,2019-10,287,Full,13,19.16666667,20.90930674,36.7043,-111.7109,14,LB,Supai,13.3,62,66.50574713,Sheer Wall Rapid,0.32,0.02,JP,1.1,PettyJ,1.08,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,33,87,0,0,121,0,0,255,1042.59,10.19,0,1052.78,30.56,16.67,47.22,1100
L12288,10/15/2019,2019-10,288,Full,38,21.38888889,20.90930674,36.2429,-112.4952,122,RB,Aisles,4.8,77,82.5,122-Mile Rapid,0.23,0.22,MP,1.5,PerkinsM,1.18,0,0,0,0,0,1,0,0,0,0,0,165,0,0,0,0,0,0,0,69,56,0,0,16,0,0,307,397.46,38.14,0,435.59,145.76,13.56,159.32,594.92
L12421,10/15/2019,2019-10,288,Full,1,21.38888889,20.90930674,36.283,-112.5039,127,RB,Middle Granite Gorge,5.4,57,67.1037037,Randys Rock Rapid,0.07,0.25,JT,1,TarlowJ,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,35,92,0,0,33,0,0,193,136,74,0,210,13,12,25,235
L12430,10/15/2019,2019-10,288,Full,5,21.38888889,20.90930674,36.567,-111.8118,26,LB,Redwall,25.6,68,74.31730769,Tiger Wash Rapid,0.37,0.15,JP,1.17,PettyJ,1.2,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,78,113,0,0,62,0,0,268,78.33,83.33,0,161.67,44.17,2.5,46.67,208.33
L12429,10/16/2019,2019-10,289,Full,12,21.11111111,20.90930674,36.3774,-112.4818,135,RB,Middle Granite Gorge,0.9,88,67.1037037,135-Mile Rapid,0.16,0.28,MP,1.5,PerkinsM,1.2,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,125,126,0,0,52,0,0,323,54.17,143.33,0,197.5,98.33,7.5,105.83,303.33
L12303,10/17/2019,2019-10,290,Full,25,22.77777778,20.90930674,36.3384,-111.8615,50,RB,Lower Marble,2.4,67,92.56410256,Nankoweap Rapid,2.41,2.09,JP,1.12,PettyJ,1.1,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,37,38,0,0,19,0,0,118,253.64,4822.73,0,5076.36,8.18,3.64,11.82,5088.18
L12304,10/18/2019,2019-10,291,Waning,5,21.66666667,20.90930674,36.1508,-111.8152,65,RB,Furnace Flats,3.3,70,87.03937008,Lava Canyon Rapid,0.85,0.87,JP,1.23,PettyJ,1.25,0,0,0,0,0,15,0,0,0,3,0,1,0,0,0,0,0,0,0,16,84,0,0,71,0,5,195,31.2,278.4,0,309.6,16,2.4,18.4,328
L12428,10/18/2019,2019-10,291,Waning,29,21.66666667,20.90930674,36.195,-113.088,180,RB,Lower Canyon,22.8,48,72.3196347,Lower Lava Rapid,0.06,0.96,KC,1.03,ChapmanK,1.03,0,0,1,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,56,49,0,0,30,0,2,147,91.26,43.69,0.97,135.92,27.18,5.83,33.01,168.93
L12281,10/19/2019,2019-10,292,Waning,27,18.88888889,20.90930674,36.0548,-113.3477,202,RB,Lower Canyon,2.6,98,72.3196347,205-Mile Rapid,3.53,1.25,KC,1.2,ChapmanK,1.18,1,0,0,0,0,20,0,1,0,2,0,0,0,0,0,0,0,0,0,70,80,0,0,41,0,0,215,25.42,81.36,0,106.78,33.05,4.24,37.29,144.07
L12282,10/20/2019,2019-10,293,Waning,42,20,20.90930674,35.7933,-113.3378,223,LB,Lower Granite Gorge,2.8,67,78.12676056,224-Mile Rapid,0.38,0.52,KC,1.27,ChapmanK,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,49,47,0,0,76,0,0,181,79,30,0,109,50,10,60,169
L12306,10/21/2019,2019-10,294,Waning,25,17.5,20.90930674,36.2266,-112.3371,108,RB,Upper Granite Gorge,1.1,46,58.93838863,Bass Rapid,0.29,0.29,JP,1.02,PettyJ,1,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,33,146,0,0,6,0,1,200,460,20,0,480,31,5,36,516
L12391,10/22/2019,2019-10,295,Waning,17,18.61111111,20.90930674,36.2125,-112.4243,115,RB,Upper Granite Gorge,2.1,31,58.93838863,Rancid Tuna Rapid,1.3,0.16,JP,1.3,PettyJ,1.32,0,0,0,0,0,27,0,1,0,0,0,15,1,0,0,0,0,0,0,34,57,0,0,31,0,5,171,887.88,43.94,0,931.82,100,9.85,109.85,1041.67
L12301,10/23/2019,2019-10,296,Waning,46,18.61111111,20.90930674,36.3638,-112.4612,134,LB,Middle Granite Gorge,0.6,100,67.1037037,Tapeats Rapid,0.63,0.68,JP,1.3,PettyJ,1.32,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,18,59,0,0,141,0,0,226,229.55,52.27,0.76,282.58,50,73.48,123.48,406.06
L12359,10/24/2019,2019-10,297,Waning,22,18.61111111,20.90930674,36.3708,-112.6503,146,LB,Muav Gorge,2,31,51.76041667,144.5-Mile Rapid,0.67,0.26,JP,1.38,PettyJ,1.37,0,0,0,0,0,7,0,0,0,1,0,3,0,0,0,0,0,0,0,38,103,0,0,19,0,11,182,35.77,54.74,0,90.51,80.29,11.68,91.97,182.48
L12307,10/27/2019,2019-10,300,New,22,16.38888889,20.90930674,36.1179,-113.2021,190,RB,Lower Canyon,14.3,112,72.3196347,Whitmore Rapid,2.15,0.64,JP,1.33,PettyJ,1.37,0,0,2,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,19,34,0,0,5,0,0,70,7.3,18.25,0,25.55,4.38,2.19,6.57,32.12
L12847,6/28/2020,2020-6,180,Waxing,-1,32.5,30.66854991,36.7401,-111.6936,11,RB,Supai,10.4,83,66.50574713,Soap Creek Rapid,0.07,0.31,JP,0.98,PettyJ,1,0,0,2,0,0,10,0,0,0,7,0,5,0,0,0,1,0,0,0,4,12,0,0,108,0,7,156,5,0,0,5,1,4,5,10
L12519,6/29/2020,2020-6,181,Waxing,7,30.83333333,30.66854991,36.6797,-111.7398,17,LB,Supai,15.8,104,66.50574713,House Rock Rapid,0.38,0.12,KC,1.02,ChapmanK,1.02,0,0,0,0,0,5,0,2,0,7,0,13,0,0,0,0,0,0,0,44,111,0,0,6,0,5,193,27.45,5.88,0,33.33,1.96,6.86,8.82,42.16
L12848,6/29/2020,2020-6,181,Waxing,4,30.83333333,30.66854991,36.5932,-111.7727,24,LB,Redwall,22.7,71,74.31730769,23.5-Mile Rapid,0.12,0.25,JP,1.02,PettyJ,1,0,0,1,0,0,13,0,0,0,4,0,7,0,0,0,0,0,0,0,92,8,0,0,46,0,2,173,128,41,0,169,10,21,31,200
L01939,6/30/2020,2020-6,182,Waxing,5,27.77777778,30.66854991,36.4035,-111.8789,41,RB,Lower Marble,11.3,43,92.56410256,President Harding,2.78,0.85,KC,1.07,ChapmanK,1.08,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,11,35,0,0,36,0,0,97,25.93,3.7,0,29.63,3.7,0,3.7,33.33
L12849,6/30/2020,2020-6,182,Waxing,15,27.77777778,30.66854991,36.3651,-111.8868,48,RB,Lower Marble,4.8,105,92.56410256,President Harding,3.72,2.52,JP,1,PettyJ,0.98,1,0,2,0,0,29,0,0,0,0,0,5,0,0,0,0,0,0,0,63,1,0,0,55,0,1,157,154.08,86.73,0,240.82,0,20.41,20.41,261.22
L12859,7/1/2020,2020-7,183,Waxing,5,29.44444444,30.50361337,36.1409,-111.8162,66,RB,Furnace Flats,4,121,87.03937008,Lava Canyon Rapid,0.15,1.26,JP,1.1,PettyJ,1.12,0,0,0,0,0,41,0,0,0,0,0,1,1,0,0,0,0,0,0,93,2,0,0,66,0,0,204,516.96,2699.11,0,3216.07,11.61,28.57,40.18,3256.25
